,ID,POSITION,SKILL,FIELD,POSITION_TYPE,EDUCATION_LEVEL,DURATION,ALLOW_WFH,tags
226,227,MEANSTACKDEVELOPER,OBJECTIVE-C C#,IT,FT,BMP,6,1,MEANSTACKDEVELOPER OBJECTIVE-C C#
227,228,JAVASCRIPTDEVELOPER,CSS RUBY SQL,IT,PT,BM,12,0,JAVASCRIPTDEVELOPER CSS RUBY SQL
228,229,JAVASCRIPTDEVELOPER,OBJECTIVE-C CSS,CS,FT,P,1,0,JAVASCRIPTDEVELOPER OBJECTIVE-C CSS
229,230,FULLSTACKDEVELOPER,CSS RUST,CS,F,DBM,6,1,FULLSTACKDEVELOPER CSS RUST
230,231,MEANSTACKDEVELOPER,HTML,IT,FT,BM,1,0,MEANSTACKDEVELOPER HTML
231,232,DATAANALYST,DART,IT,PT,BM,6,1,DATAANALYST DART
232,233,REACTJSDEVELOPER,RUST,CS,F,DBMP,6,1,REACTJSDEVELOPER RUST
233,234,FRONTENDDEVELOPER,OBJECTIVE-C,IT,F,DB,6,0,FRONTENDDEVELOPER OBJECTIVE-C
234,235,DATASCIENTIST,PYTHON,CS,FT,P,1,1,DATASCIENTIST PYTHON
235,236,MEANSTACKDEVELOPER,COBOL,IT,FT,D,12,0,MEANSTACKDEVELOPER COBOL
236,237,JAVASCRIPTDEVELOPER,FORTRAN,CS,F,BMP,1,1,JAVASCRIPTDEVELOPER FORTRAN
237,238,DATASCIENTIST,PERL,CS,F,MP,12,1,DATASCIENTIST PERL
238,239,PYTHONDEVELOPER,PHP RUBY C#,IT,F,MP,3,1,PYTHONDEVELOPER PHP RUBY C#
239,240,DATAANALYST,RUST FORTRAN,IT,FT,DBMP,1,1,DATAANALYST RUST FORTRAN
240,241,MERNSTACKDEVELOPER,FORTRAN OBJECTIVE-C,IT,PT,DBM,2,0,MERNSTACKDEVELOPER FORTRAN OBJECTIVE-C
241,242,BACKENDDEVELOPER,JULIA CSS PYTHON,CS,FT,P,6,1,BACKENDDEVELOPER JULIA CSS PYTHON
242,243,REACTJSDEVELOPER,JAVA COBOL,IT,PT,BMP,3,0,REACTJSDEVELOPER JAVA COBOL
243,244,JAVASCRIPTDEVELOPER,COBOL R,CS,F,DBMP,6,1,JAVASCRIPTDEVELOPER COBOL R
244,245,BACKENDDEVELOPER,JAVASCRIPT,IT,F,DBM,1,1,BACKENDDEVELOPER JAVASCRIPT
245,246,JAVASCRIPTDEVELOPER,R,CS,F,BM,2,0,JAVASCRIPTDEVELOPER R
246,247,FRONTENDDEVELOPER,JAVASCRIPT,CS,F,P,1,1,FRONTENDDEVELOPER JAVASCRIPT
247,248,RUBYONRAILSDEVELOPER,HTML,CS,FT,DBM,2,1,RUBYONRAILSDEVELOPER HTML
248,249,FRONTENDDEVELOPER,R RUST,CS,F,BM,1,0,FRONTENDDEVELOPER R RUST
249,250,DATASCIENTIST,C# PHP FORTRAN,CS,FT,P,12,1,DATASCIENTIST C# PHP FORTRAN
250,251,RUBYONRAILSDEVELOPER,OBJECTIVE-C,CS,F,D,2,1,RUBYONRAILSDEVELOPER OBJECTIVE-C
251,252,FULLSTACKDEVELOPER,JAVA PERL JULIA,IT,FT,B,3,1,FULLSTACKDEVELOPER JAVA PERL JULIA
252,253,REACTJSDEVELOPER,C/C++ PYTHON,CS,FT,DBMP,12,0,REACTJSDEVELOPER C/C++ PYTHON
253,254,BACKENDDEVELOPER,C/C++ RUST HTML,IT,PT,B,1,0,BACKENDDEVELOPER C/C++ RUST HTML
254,255,RUBYONRAILSDEVELOPER,JAVASCRIPT PYTHON RUBY,CS,F,BM,12,1,RUBYONRAILSDEVELOPER JAVASCRIPT PYTHON RUBY
255,256,MEANSTACKDEVELOPER,R,IT,FT,DBMP,2,0,MEANSTACKDEVELOPER R
256,257,RUBYONRAILSDEVELOPER,HTML PERL JULIA,IT,PT,M,2,0,RUBYONRAILSDEVELOPER HTML PERL JULIA
257,258,RUBYONRAILSDEVELOPER,JULIA C/C++ KOTLIN,IT,PT,BMP,1,1,RUBYONRAILSDEVELOPER JULIA C/C++ KOTLIN
258,259,FULLSTACKDEVELOPER,DART C#,CS,PT,MP,12,0,FULLSTACKDEVELOPER DART C#
259,260,MEANSTACKDEVELOPER,PYTHON,CS,PT,MP,2,1,MEANSTACKDEVELOPER PYTHON
260,261,FULLSTACKDEVELOPER,FORTRAN R,CS,F,DBMP,6,0,FULLSTACKDEVELOPER FORTRAN R
261,262,BACKENDDEVELOPER,PHP CSS DART,IT,PT,M,1,0,BACKENDDEVELOPER PHP CSS DART
262,263,MEANSTACKDEVELOPER,KOTLIN,CS,FT,DB,2,0,MEANSTACKDEVELOPER KOTLIN
263,264,FULLSTACKDEVELOPER,SQL C/C++,IT,FT,B,2,1,FULLSTACKDEVELOPER SQL C/C++
264,265,MEANSTACKDEVELOPER,JAVASCRIPT,IT,F,BMP,12,0,MEANSTACKDEVELOPER JAVASCRIPT
265,266,FRONTENDDEVELOPER,RUBY KOTLIN,IT,F,DB,3,0,FRONTENDDEVELOPER RUBY KOTLIN
266,267,RUBYONRAILSDEVELOPER,PERL,CS,F,M,2,0,RUBYONRAILSDEVELOPER PERL
267,268,REACTJSDEVELOPER,COBOL SWIFT CSS,IT,FT,P,6,1,REACTJSDEVELOPER COBOL SWIFT CSS
268,269,DATAANALYST,SQL,IT,FT,BM,12,0,DATAANALYST SQL
269,270,JAVASCRIPTDEVELOPER,RUST,CS,PT,B,12,1,JAVASCRIPTDEVELOPER RUST
270,271,WEBDEVELOPER,R JAVA PYTHON,IT,FT,DBM,1,1,WEBDEVELOPER R JAVA PYTHON
271,272,PRODUCTMANAGER,HTML FORTRAN SQL,CS,FT,DBM,1,0,PRODUCTMANAGER HTML FORTRAN SQL
272,273,REACTJSDEVELOPER,JAVASCRIPT,CS,PT,P,1,0,REACTJSDEVELOPER JAVASCRIPT
273,274,RUBYONRAILSDEVELOPER,JULIA SQL HTML,IT,FT,DBM,3,0,RUBYONRAILSDEVELOPER JULIA SQL HTML
274,275,FULLSTACKDEVELOPER,HTML,CS,F,DBMP,1,0,FULLSTACKDEVELOPER HTML
275,276,DATAANALYST,JULIA C#,CS,F,D,1,1,DATAANALYST JULIA C#
276,277,REACTJSDEVELOPER,CSS,IT,F,P,6,0,REACTJSDEVELOPER CSS
277,278,MEANSTACKDEVELOPER,JAVA COBOL,IT,PT,MP,2,0,MEANSTACKDEVELOPER JAVA COBOL
278,279,FRONTENDDEVELOPER,SWIFT,CS,F,MP,2,1,FRONTENDDEVELOPER SWIFT
279,280,PRODUCTMANAGER,COBOL,CS,F,B,1,0,PRODUCTMANAGER COBOL
280,281,WEBDEVELOPER,PYTHON JAVASCRIPT,CS,FT,D,12,0,WEBDEVELOPER PYTHON JAVASCRIPT
281,282,PRODUCTMANAGER,JAVA PHP,CS,FT,MP,1,1,PRODUCTMANAGER JAVA PHP
282,283,WEBDEVELOPER,JAVASCRIPT JULIA KOTLIN,IT,FT,BMP,2,1,WEBDEVELOPER JAVASCRIPT JULIA KOTLIN
283,284,RUBYONRAILSDEVELOPER,RUST RUBY JAVASCRIPT,CS,PT,BMP,12,0,RUBYONRAILSDEVELOPER RUST RUBY JAVASCRIPT
284,285,REACTJSDEVELOPER,JULIA PERL,IT,FT,MP,6,0,REACTJSDEVELOPER JULIA PERL
285,286,MEANSTACKDEVELOPER,FORTRAN JAVASCRIPT SQL,IT,FT,BM,6,1,MEANSTACKDEVELOPER FORTRAN JAVASCRIPT SQL
286,287,FRONTENDDEVELOPER,PERL JAVASCRIPT CSS,CS,FT,M,6,1,FRONTENDDEVELOPER PERL JAVASCRIPT CSS
287,288,PRODUCTMANAGER,RUBY JULIA PHP,IT,FT,DBM,1,1,PRODUCTMANAGER RUBY JULIA PHP
288,289,FULLSTACKDEVELOPER,PYTHON HTML,CS,PT,DBM,3,1,FULLSTACKDEVELOPER PYTHON HTML
289,290,WEBDEVELOPER,C/C++,IT,F,BMP,1,1,WEBDEVELOPER C/C++
290,291,REACTJSDEVELOPER,CSS RUBY,CS,PT,MP,6,1,REACTJSDEVELOPER CSS RUBY
291,292,PYTHONDEVELOPER,JAVASCRIPT SWIFT CSS,IT,FT,M,2,0,PYTHONDEVELOPER JAVASCRIPT SWIFT CSS
292,293,DATAANALYST,C/C++,CS,PT,BM,6,0,DATAANALYST C/C++
293,294,REACTJSDEVELOPER,PERL PYTHON,IT,F,B,2,0,REACTJSDEVELOPER PERL PYTHON
294,295,DATAANALYST,PHP C/C++,CS,F,D,12,1,DATAANALYST PHP C/C++
295,296,DATAANALYST,PERL RUST R,CS,FT,DB,6,1,DATAANALYST PERL RUST R
296,297,MERNSTACKDEVELOPER,PYTHON,IT,F,DB,6,0,MERNSTACKDEVELOPER PYTHON
297,298,JAVASCRIPTDEVELOPER,C/C++,IT,F,BM,2,1,JAVASCRIPTDEVELOPER C/C++
298,299,PRODUCTMANAGER,RUBY CSS,CS,PT,DB,3,0,PRODUCTMANAGER RUBY CSS
299,300,DATASCIENTIST,SQL CSS,CS,F,MP,3,1,DATASCIENTIST SQL CSS
300,301,FRONTENDDEVELOPER,JAVASCRIPT FORTRAN,CS,PT,BMP,1,1,FRONTENDDEVELOPER JAVASCRIPT FORTRAN
301,302,DATASCIENTIST,PYTHON,IT,PT,DB,6,0,DATASCIENTIST PYTHON
302,303,JAVASCRIPTDEVELOPER,HTML DART JAVA,CS,FT,BMP,12,1,JAVASCRIPTDEVELOPER HTML DART JAVA
303,304,MEANSTACKDEVELOPER,JAVA KOTLIN OBJECTIVE-C,IT,F,P,1,1,MEANSTACKDEVELOPER JAVA KOTLIN OBJECTIVE-C
304,305,PYTHONDEVELOPER,KOTLIN SWIFT SQL,CS,FT,B,3,1,PYTHONDEVELOPER KOTLIN SWIFT SQL
305,306,PYTHONDEVELOPER,CSS,IT,PT,BM,12,1,PYTHONDEVELOPER CSS
306,307,DATASCIENTIST,C/C++ OBJECTIVE-C,CS,F,D,1,1,DATASCIENTIST C/C++ OBJECTIVE-C
307,308,RUBYONRAILSDEVELOPER,PYTHON RUBY CSS,CS,F,MP,12,1,RUBYONRAILSDEVELOPER PYTHON RUBY CSS
308,309,FULLSTACKDEVELOPER,PYTHON HTML DART,IT,FT,BM,3,1,FULLSTACKDEVELOPER PYTHON HTML DART
309,310,FULLSTACKDEVELOPER,SQL DART PHP,CS,FT,M,3,0,FULLSTACKDEVELOPER SQL DART PHP
310,311,MERNSTACKDEVELOPER,CSS SQL OBJECTIVE-C,CS,F,DBM,3,0,MERNSTACKDEVELOPER CSS SQL OBJECTIVE-C
311,312,PRODUCTMANAGER,FORTRAN RUBY PERL,CS,FT,M,12,0,PRODUCTMANAGER FORTRAN RUBY PERL
312,313,FULLSTACKDEVELOPER,KOTLIN DART COBOL,CS,F,B,2,0,FULLSTACKDEVELOPER KOTLIN DART COBOL
313,314,MERNSTACKDEVELOPER,SWIFT,CS,F,P,2,0,MERNSTACKDEVELOPER SWIFT
314,315,DATASCIENTIST,RUST FORTRAN,CS,F,D,1,0,DATASCIENTIST RUST FORTRAN
315,316,MERNSTACKDEVELOPER,PYTHON SQL RUBY,CS,FT,BMP,3,0,MERNSTACKDEVELOPER PYTHON SQL RUBY
316,317,WEBDEVELOPER,PERL KOTLIN C/C++,IT,PT,B,3,1,WEBDEVELOPER PERL KOTLIN C/C++
317,318,PRODUCTMANAGER,CSS C/C++ KOTLIN,CS,PT,DB,3,0,PRODUCTMANAGER CSS C/C++ KOTLIN
318,319,RUBYONRAILSDEVELOPER,RUBY C# PYTHON,IT,F,BM,6,0,RUBYONRAILSDEVELOPER RUBY C# PYTHON
319,320,MERNSTACKDEVELOPER,SWIFT JULIA,IT,F,DBM,1,1,MERNSTACKDEVELOPER SWIFT JULIA
320,321,RUBYONRAILSDEVELOPER,OBJECTIVE-C DART,CS,PT,BM,2,0,RUBYONRAILSDEVELOPER OBJECTIVE-C DART
321,322,PRODUCTMANAGER,SWIFT R COBOL,CS,PT,BMP,6,0,PRODUCTMANAGER SWIFT R COBOL
322,323,PRODUCTMANAGER,DART CSS JULIA,IT,FT,DBMP,1,1,PRODUCTMANAGER DART CSS JULIA
323,324,JAVASCRIPTDEVELOPER,PHP RUBY,CS,PT,DBMP,1,0,JAVASCRIPTDEVELOPER PHP RUBY
324,325,PRODUCTMANAGER,R,CS,F,MP,2,1,PRODUCTMANAGER R
325,326,MEANSTACKDEVELOPER,SWIFT,IT,PT,P,2,0,MEANSTACKDEVELOPER SWIFT
326,327,MERNSTACKDEVELOPER,JAVASCRIPT PYTHON,CS,PT,MP,6,0,MERNSTACKDEVELOPER JAVASCRIPT PYTHON
327,328,PRODUCTMANAGER,HTML SWIFT,CS,PT,BMP,6,0,PRODUCTMANAGER HTML SWIFT
328,329,JAVASCRIPTDEVELOPER,JULIA,CS,F,DBMP,1,1,JAVASCRIPTDEVELOPER JULIA
329,330,MERNSTACKDEVELOPER,PYTHON HTML JULIA,CS,FT,BM,2,0,MERNSTACKDEVELOPER PYTHON HTML JULIA
330,331,MEANSTACKDEVELOPER,PYTHON FORTRAN,CS,F,DBMP,2,1,MEANSTACKDEVELOPER PYTHON FORTRAN
331,332,REACTJSDEVELOPER,HTML,IT,PT,BM,2,1,REACTJSDEVELOPER HTML
332,333,JAVASCRIPTDEVELOPER,SQL RUST,CS,PT,P,1,0,JAVASCRIPTDEVELOPER SQL RUST
333,334,REACTJSDEVELOPER,SWIFT,CS,F,MP,1,0,REACTJSDEVELOPER SWIFT
334,335,FULLSTACKDEVELOPER,JAVASCRIPT,IT,F,D,2,1,FULLSTACKDEVELOPER JAVASCRIPT
335,336,DATASCIENTIST,FORTRAN,IT,PT,B,3,1,DATASCIENTIST FORTRAN
336,337,BACKENDDEVELOPER,SQL,IT,FT,B,2,1,BACKENDDEVELOPER SQL
337,338,FULLSTACKDEVELOPER,RUBY HTML,IT,F,D,2,0,FULLSTACKDEVELOPER RUBY HTML
338,339,DATASCIENTIST,COBOL,IT,F,D,2,1,DATASCIENTIST COBOL
339,340,JAVASCRIPTDEVELOPER,JULIA JAVA,IT,PT,DBM,3,0,JAVASCRIPTDEVELOPER JULIA JAVA
340,341,BACKENDDEVELOPER,PHP HTML,CS,FT,BMP,6,0,BACKENDDEVELOPER PHP HTML
341,342,RUBYONRAILSDEVELOPER,OBJECTIVE-C,CS,PT,DBM,6,1,RUBYONRAILSDEVELOPER OBJECTIVE-C
342,343,BACKENDDEVELOPER,PERL R,IT,PT,DB,2,1,BACKENDDEVELOPER PERL R
343,344,RUBYONRAILSDEVELOPER,PERL,CS,PT,BM,3,1,RUBYONRAILSDEVELOPER PERL
344,345,PRODUCTMANAGER,JAVASCRIPT,IT,FT,D,12,0,PRODUCTMANAGER JAVASCRIPT
345,346,DATASCIENTIST,HTML KOTLIN JAVASCRIPT,CS,F,DB,3,1,DATASCIENTIST HTML KOTLIN JAVASCRIPT
346,347,DATASCIENTIST,JAVASCRIPT KOTLIN OBJECTIVE-C,IT,FT,P,12,0,DATASCIENTIST JAVASCRIPT KOTLIN OBJECTIVE-C
347,348,DATASCIENTIST,PERL R PYTHON,IT,F,M,1,1,DATASCIENTIST PERL R PYTHON
348,349,FULLSTACKDEVELOPER,SQL,IT,PT,MP,3,0,FULLSTACKDEVELOPER SQL
349,350,WEBDEVELOPER,PHP PYTHON,IT,PT,M,3,1,WEBDEVELOPER PHP PYTHON
350,351,BACKENDDEVELOPER,JAVASCRIPT,CS,F,D,2,0,BACKENDDEVELOPER JAVASCRIPT
351,352,WEBDEVELOPER,R,IT,FT,BMP,3,0,WEBDEVELOPER R
352,353,DATAANALYST,RUST,CS,PT,DBM,12,1,DATAANALYST RUST
353,354,WEBDEVELOPER,KOTLIN FORTRAN C#,IT,F,DBMP,6,0,WEBDEVELOPER KOTLIN FORTRAN C#
354,355,JAVASCRIPTDEVELOPER,DART OBJECTIVE-C PYTHON,IT,FT,BM,2,0,JAVASCRIPTDEVELOPER DART OBJECTIVE-C PYTHON
355,356,DATASCIENTIST,PHP OBJECTIVE-C FORTRAN,CS,F,DBMP,1,0,DATASCIENTIST PHP OBJECTIVE-C FORTRAN
356,357,DATASCIENTIST,KOTLIN OBJECTIVE-C PHP,IT,F,MP,1,1,DATASCIENTIST KOTLIN OBJECTIVE-C PHP
357,358,BACKENDDEVELOPER,FORTRAN PHP,CS,PT,DBM,12,1,BACKENDDEVELOPER FORTRAN PHP
358,359,DATAANALYST,PERL CSS KOTLIN,IT,PT,MP,1,0,DATAANALYST PERL CSS KOTLIN
359,360,FULLSTACKDEVELOPER,R FORTRAN,CS,PT,DBMP,12,0,FULLSTACKDEVELOPER R FORTRAN
360,361,PRODUCTMANAGER,PHP,CS,PT,M,1,1,PRODUCTMANAGER PHP
361,362,MERNSTACKDEVELOPER,SWIFT C/C++ JAVASCRIPT,IT,PT,BM,1,0,MERNSTACKDEVELOPER SWIFT C/C++ JAVASCRIPT
362,363,BACKENDDEVELOPER,OBJECTIVE-C HTML,CS,PT,BMP,12,1,BACKENDDEVELOPER OBJECTIVE-C HTML
363,364,RUBYONRAILSDEVELOPER,SWIFT FORTRAN,IT,F,M,3,0,RUBYONRAILSDEVELOPER SWIFT FORTRAN
364,365,MERNSTACKDEVELOPER,OBJECTIVE-C,CS,FT,M,1,1,MERNSTACKDEVELOPER OBJECTIVE-C
365,366,REACTJSDEVELOPER,CSS JAVA HTML,IT,F,B,3,1,REACTJSDEVELOPER CSS JAVA HTML
366,367,BACKENDDEVELOPER,C# R PYTHON,IT,F,BM,2,0,BACKENDDEVELOPER C# R PYTHON
367,368,MEANSTACKDEVELOPER,DART RUBY JULIA,CS,PT,BMP,2,1,MEANSTACKDEVELOPER DART RUBY JULIA
368,369,FULLSTACKDEVELOPER,PYTHON KOTLIN,IT,FT,BMP,6,1,FULLSTACKDEVELOPER PYTHON KOTLIN
369,370,FRONTENDDEVELOPER,R COBOL PHP,CS,F,M,12,0,FRONTENDDEVELOPER R COBOL PHP
370,371,MEANSTACKDEVELOPER,JULIA,CS,FT,MP,3,1,MEANSTACKDEVELOPER JULIA
371,372,PYTHONDEVELOPER,HTML JAVA,CS,PT,DB,12,1,PYTHONDEVELOPER HTML JAVA
372,373,WEBDEVELOPER,CSS JAVASCRIPT,IT,F,B,1,1,WEBDEVELOPER CSS JAVASCRIPT
373,374,DATAANALYST,JAVASCRIPT,CS,PT,DBM,1,0,DATAANALYST JAVASCRIPT
374,375,RUBYONRAILSDEVELOPER,JAVASCRIPT JAVA,CS,PT,MP,3,0,RUBYONRAILSDEVELOPER JAVASCRIPT JAVA
375,376,PYTHONDEVELOPER,PHP HTML,CS,F,DB,6,1,PYTHONDEVELOPER PHP HTML
376,377,MEANSTACKDEVELOPER,RUST OBJECTIVE-C HTML,IT,PT,M,6,1,MEANSTACKDEVELOPER RUST OBJECTIVE-C HTML
377,378,BACKENDDEVELOPER,JAVASCRIPT COBOL JULIA,CS,F,M,3,0,BACKENDDEVELOPER JAVASCRIPT COBOL JULIA
378,379,PYTHONDEVELOPER,JULIA KOTLIN CSS,IT,F,DBMP,6,1,PYTHONDEVELOPER JULIA KOTLIN CSS
379,380,FRONTENDDEVELOPER,JAVASCRIPT R PYTHON,IT,FT,MP,12,1,FRONTENDDEVELOPER JAVASCRIPT R PYTHON
380,381,FRONTENDDEVELOPER,SQL PYTHON HTML,CS,FT,DB,1,1,FRONTENDDEVELOPER SQL PYTHON HTML
381,382,JAVASCRIPTDEVELOPER,HTML,IT,FT,DB,2,1,JAVASCRIPTDEVELOPER HTML
382,383,WEBDEVELOPER,OBJECTIVE-C JAVASCRIPT,IT,PT,MP,1,1,WEBDEVELOPER OBJECTIVE-C JAVASCRIPT
383,384,FRONTENDDEVELOPER,JAVASCRIPT DART C#,CS,PT,P,1,1,FRONTENDDEVELOPER JAVASCRIPT DART C#
384,385,DATASCIENTIST,PHP PERL FORTRAN,CS,F,BM,2,1,DATASCIENTIST PHP PERL FORTRAN
385,386,JAVASCRIPTDEVELOPER,JAVA C/C++,IT,PT,DBMP,2,0,JAVASCRIPTDEVELOPER JAVA C/C++
386,387,JAVASCRIPTDEVELOPER,COBOL CSS,CS,F,M,1,0,JAVASCRIPTDEVELOPER COBOL CSS
387,388,WEBDEVELOPER,KOTLIN COBOL,CS,FT,MP,3,0,WEBDEVELOPER KOTLIN COBOL
388,389,PYTHONDEVELOPER,PHP R,CS,F,MP,1,0,PYTHONDEVELOPER PHP R
389,390,PRODUCTMANAGER,JULIA RUBY R,CS,PT,DBM,3,1,PRODUCTMANAGER JULIA RUBY R
390,391,WEBDEVELOPER,DART,IT,FT,P,1,0,WEBDEVELOPER DART
391,392,WEBDEVELOPER,PHP C# KOTLIN,CS,F,MP,3,0,WEBDEVELOPER PHP C# KOTLIN
392,393,MEANSTACKDEVELOPER,C#,CS,PT,DB,1,0,MEANSTACKDEVELOPER C#
393,394,REACTJSDEVELOPER,PHP KOTLIN,IT,PT,MP,1,1,REACTJSDEVELOPER PHP KOTLIN
394,395,PYTHONDEVELOPER,R,CS,F,M,6,0,PYTHONDEVELOPER R
395,396,FULLSTACKDEVELOPER,KOTLIN C# PERL,IT,PT,P,2,1,FULLSTACKDEVELOPER KOTLIN C# PERL
396,397,PRODUCTMANAGER,DART HTML,IT,PT,DB,12,1,PRODUCTMANAGER DART HTML
397,398,FRONTENDDEVELOPER,JULIA,CS,PT,D,2,1,FRONTENDDEVELOPER JULIA
398,399,DATASCIENTIST,FORTRAN,CS,PT,P,2,1,DATASCIENTIST FORTRAN
399,400,JAVASCRIPTDEVELOPER,RUST COBOL SQL,IT,FT,M,3,0,JAVASCRIPTDEVELOPER RUST COBOL SQL
400,401,WEBDEVELOPER,JAVA,CS,PT,DBM,12,1,WEBDEVELOPER JAVA
401,402,BACKENDDEVELOPER,C#,CS,PT,B,1,1,BACKENDDEVELOPER C#
402,403,JAVASCRIPTDEVELOPER,JAVA PHP OBJECTIVE-C,CS,FT,D,2,1,JAVASCRIPTDEVELOPER JAVA PHP OBJECTIVE-C
403,404,BACKENDDEVELOPER,RUST SWIFT RUBY,IT,F,D,3,1,BACKENDDEVELOPER RUST SWIFT RUBY
404,405,FULLSTACKDEVELOPER,RUST SQL,CS,FT,BMP,2,0,FULLSTACKDEVELOPER RUST SQL
405,406,REACTJSDEVELOPER,KOTLIN,CS,F,P,6,0,REACTJSDEVELOPER KOTLIN
406,407,REACTJSDEVELOPER,JAVA PYTHON COBOL,IT,F,DBMP,12,0,REACTJSDEVELOPER JAVA PYTHON COBOL
407,408,PRODUCTMANAGER,RUST,IT,FT,BMP,2,0,PRODUCTMANAGER RUST
408,409,FULLSTACKDEVELOPER,OBJECTIVE-C SQL DART,IT,FT,BM,6,1,FULLSTACKDEVELOPER OBJECTIVE-C SQL DART
409,410,FRONTENDDEVELOPER,PHP JAVASCRIPT,IT,FT,DBM,1,0,FRONTENDDEVELOPER PHP JAVASCRIPT
410,411,WEBDEVELOPER,C# HTML C/C++,IT,PT,M,2,0,WEBDEVELOPER C# HTML C/C++
411,412,FULLSTACKDEVELOPER,R PHP C/C++,CS,PT,DBM,2,1,FULLSTACKDEVELOPER R PHP C/C++
412,413,MERNSTACKDEVELOPER,HTML PERL FORTRAN,IT,FT,DBMP,12,1,MERNSTACKDEVELOPER HTML PERL FORTRAN
413,414,PRODUCTMANAGER,CSS C/C++,IT,F,DB,6,0,PRODUCTMANAGER CSS C/C++
414,415,MERNSTACKDEVELOPER,FORTRAN COBOL,CS,FT,D,6,0,MERNSTACKDEVELOPER FORTRAN COBOL
415,416,MEANSTACKDEVELOPER,KOTLIN JULIA,CS,FT,BMP,1,1,MEANSTACKDEVELOPER KOTLIN JULIA
416,417,DATASCIENTIST,SWIFT,CS,FT,DB,12,1,DATASCIENTIST SWIFT
417,418,RUBYONRAILSDEVELOPER,KOTLIN OBJECTIVE-C,CS,F,BMP,2,1,RUBYONRAILSDEVELOPER KOTLIN OBJECTIVE-C
418,419,FRONTENDDEVELOPER,SWIFT FORTRAN RUBY,IT,FT,M,6,0,FRONTENDDEVELOPER SWIFT FORTRAN RUBY
419,420,RUBYONRAILSDEVELOPER,OBJECTIVE-C RUST PYTHON,CS,PT,DBM,12,1,RUBYONRAILSDEVELOPER OBJECTIVE-C RUST PYTHON
420,421,DATAANALYST,JAVA SWIFT,CS,PT,DB,2,1,DATAANALYST JAVA SWIFT
421,422,MERNSTACKDEVELOPER,KOTLIN COBOL,IT,FT,B,6,0,MERNSTACKDEVELOPER KOTLIN COBOL
422,423,BACKENDDEVELOPER,OBJECTIVE-C RUST DART,CS,F,MP,2,0,BACKENDDEVELOPER OBJECTIVE-C RUST DART
423,424,RUBYONRAILSDEVELOPER,C/C++ RUST,IT,F,BM,6,1,RUBYONRAILSDEVELOPER C/C++ RUST
424,425,RUBYONRAILSDEVELOPER,RUST PHP,CS,FT,BM,6,1,RUBYONRAILSDEVELOPER RUST PHP
425,426,MEANSTACKDEVELOPER,COBOL RUST R,CS,FT,M,1,1,MEANSTACKDEVELOPER COBOL RUST R
426,427,MERNSTACKDEVELOPER,CSS DART RUBY,CS,F,BMP,1,0,MERNSTACKDEVELOPER CSS DART RUBY
427,428,MEANSTACKDEVELOPER,PERL OBJECTIVE-C,IT,FT,M,6,0,MEANSTACKDEVELOPER PERL OBJECTIVE-C
428,429,REACTJSDEVELOPER,FORTRAN RUST SQL,IT,PT,M,2,1,REACTJSDEVELOPER FORTRAN RUST SQL
429,430,MERNSTACKDEVELOPER,R KOTLIN,IT,PT,M,2,0,MERNSTACKDEVELOPER R KOTLIN
430,431,WEBDEVELOPER,RUST,IT,PT,M,1,1,WEBDEVELOPER RUST
431,432,REACTJSDEVELOPER,JULIA PHP,IT,FT,MP,3,1,REACTJSDEVELOPER JULIA PHP
432,433,PYTHONDEVELOPER,OBJECTIVE-C JAVA,CS,FT,MP,3,1,PYTHONDEVELOPER OBJECTIVE-C JAVA
433,434,RUBYONRAILSDEVELOPER,DART R FORTRAN,CS,PT,DB,1,1,RUBYONRAILSDEVELOPER DART R FORTRAN
434,435,BACKENDDEVELOPER,FORTRAN,IT,FT,D,2,1,BACKENDDEVELOPER FORTRAN
435,436,DATAANALYST,R,IT,PT,D,1,1,DATAANALYST R
436,437,RUBYONRAILSDEVELOPER,HTML R,CS,PT,MP,1,0,RUBYONRAILSDEVELOPER HTML R
437,438,MEANSTACKDEVELOPER,SQL,IT,PT,M,6,0,MEANSTACKDEVELOPER SQL
438,439,JAVASCRIPTDEVELOPER,SWIFT PYTHON RUST,CS,F,BMP,6,0,JAVASCRIPTDEVELOPER SWIFT PYTHON RUST
439,440,REACTJSDEVELOPER,R,IT,F,P,1,1,REACTJSDEVELOPER R
440,441,REACTJSDEVELOPER,JULIA JAVA PYTHON,IT,PT,B,12,1,REACTJSDEVELOPER JULIA JAVA PYTHON
441,442,RUBYONRAILSDEVELOPER,COBOL,IT,PT,DB,2,1,RUBYONRAILSDEVELOPER COBOL
442,443,FRONTENDDEVELOPER,RUBY JULIA FORTRAN,IT,PT,BMP,2,1,FRONTENDDEVELOPER RUBY JULIA FORTRAN
443,444,BACKENDDEVELOPER,HTML SWIFT,IT,FT,DBM,2,0,BACKENDDEVELOPER HTML SWIFT
444,445,PRODUCTMANAGER,R RUST,CS,PT,P,2,1,PRODUCTMANAGER R RUST
445,446,FRONTENDDEVELOPER,COBOL DART C/C++,IT,FT,DBMP,1,1,FRONTENDDEVELOPER COBOL DART C/C++
446,447,JAVASCRIPTDEVELOPER,PHP,IT,PT,DBM,12,1,JAVASCRIPTDEVELOPER PHP
447,448,REACTJSDEVELOPER,JAVASCRIPT R JAVA,CS,F,BM,2,1,REACTJSDEVELOPER JAVASCRIPT R JAVA
